datetime,open,high,low,close,volume
2018-01-01T09:15:00+05:30,1341.15,1347.4,1333.3,1338.65,49244
2018-01-01T09:20:00+05:30,1338.58,1341.63,1337.55,1341.45,16018
2018-01-01T09:25:00+05:30,1341.4,1342.23,1339.35,1341.5,12448
2018-01-01T09:30:00+05:30,1341.5,1341.5,1339.0,1339.73,14522
2018-01-01T09:35:00+05:30,1339.73,1340.83,1337.5,1338.75,11474
2018-01-01T09:40:00+05:30,1338.75,1338.95,1337.5,1338.5,5686
2018-01-01T09:45:00+05:30,1338.3,1338.73,1337.75,1338.15,2820
2018-01-01T09:50:00+05:30,1337.6,1339.0,1337.5,1338.5,3500
2018-01-01T09:55:00+05:30,1338.93,1340.25,1338.5,1339.78,8220
2018-01-01T10:00:00+05:30,1339.78,1339.78,1337.4,1338.05,10072
2018-01-01T10:05:00+05:30,1338.05,1339.4,1337.5,1338.33,5728
2018-01-01T10:10:00+05:30,1338.33,1339.0,1338.15,1338.68,1626
2018-01-01T10:15:00+05:30,1338.7,1338.83,1335.0,1336.28,16416
2018-01-01T10:20:00+05:30,1336.95,1337.65,1335.5,1336.3,5690
2018-01-01T10:25:00+05:30,1336.45,1336.63,1335.08,1336.0,4084
2018-01-01T10:30:00+05:30,1336.35,1337.0,1336.0,1336.28,1764
2018-01-01T10:35:00+05:30,1337.0,1338.13,1336.3,1336.55,1568
2018-01-01T10:40:00+05:30,1336.55,1338.05,1335.78,1337.2,2456
2018-01-01T10:45:00+05:30,1337.93,1338.33,1337.2,1338.18,2742
2018-01-01T10:50:00+05:30,1338.23,1339.75,1338.2,1338.88,4002
2018-01-01T10:55:00+05:30,1339.25,1339.25,1337.55,1337.55,2232
2018-01-01T11:00:00+05:30,1337.78,1337.78,1335.0,1335.03,13808
2018-01-01T11:05:00+05:30,1335.5,1335.78,1333.58,1334.55,14016
2018-01-01T11:10:00+05:30,1334.55,1335.75,1333.4,1335.68,4612
2018-01-01T11:15:00+05:30,1335.6,1336.45,1333.35,1334.85,7112
2018-01-01T11:20:00+05:30,1334.95,1334.95,1333.33,1333.5,6850
2018-01-01T11:25:00+05:30,1334.45,1334.95,1333.33,1334.93,2836
2018-01-01T11:30:00+05:30,1334.93,1336.05,1334.7,1335.5,13636
2018-01-01T11:35:00+05:30,1335.53,1336.03,1334.53,1334.73,7530
2018-01-01T11:40:00+05:30,1335.65,1336.0,1334.5,1335.65,3574
2018-01-01T11:45:00+05:30,1335.68,1335.9,1334.53,1335.88,2458
2018-01-01T11:50:00+05:30,1335.05,1336.25,1334.5,1336.25,2564
2018-01-01T11:55:00+05:30,1336.08,1336.5,1334.58,1334.75,3750
2018-01-01T12:00:00+05:30,1334.75,1335.65,1333.0,1333.58,9654
2018-01-01T12:05:00+05:30,1333.63,1335.0,1333.28,1334.78,2576
2018-01-01T12:10:00+05:30,1334.68,1335.3,1333.35,1333.78,3518
2018-01-01T12:15:00+05:30,1334.25,1335.45,1333.88,1335.3,1950
2018-01-01T12:20:00+05:30,1335.5,1336.0,1334.25,1336.0,3312
2018-01-01T12:25:00+05:30,1336.03,1336.28,1333.75,1334.83,3668
2018-01-01T12:30:00+05:30,1334.15,1335.1,1334.0,1334.8,2060
2018-01-01T12:35:00+05:30,1334.18,1334.8,1333.5,1333.75,2926
2018-01-01T12:40:00+05:30,1333.75,1334.58,1333.6,1334.05,2422
2018-01-01T12:45:00+05:30,1334.05,1334.85,1334.03,1334.1,2984
